consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,clase
quisiera saber como hago para inscribirme en las materias del primer cuatrimestre. todavía no me llegó el mail para ver si toda la documentación que presenté está en orden. ,0,1,2,1,2018,3,7,0,0,0,52,4,173,0.0,0.8208092485549133,5,30,19,0.9333333333333332,0.011560693641618495,2,0,Boleto Universitario
"hola, una consulta. yo por problemas personales no me voy a poder presentar en el examen libre de elementos de la matematica, queria saber como puedo cancelar la inscripción o si sola mente no me presento.  ",1,3,7,1,2017,1,6,3,1,1,25,4,207,0.0,0.8019323671497585,1,38,21,0.8684210526315791,0.01932367149758454,2,0,Boleto Universitario
"buenos dias, quiero saber como tengo que hacer para darme de alta? ",6,1,2,1,2017,3,5,2,1,0,17,4,67,0.0,0.7910447761194029,0,13,5,1.0,0.02985074626865672,1,0,Ingreso a la Universidad
hola necesitaria saber como puedo hacer para cambiarme de comisión de dos asignaturas que estoy cursando por favor. gracias ,4,3,3,1,2018,0,3,3,1,1,3,11,124,0.0,0.8387096774193549,1,20,9,0.95,0.008064516129032258,1,0,Ingreso a la Universidad
hola! queria anotarme para rendir el final de teoria de las organizaciones. pero no me aparece dentro de la solicitud de inscripcion a examen final.  ,2,1,2,1,2016,0,4,1,1,1,43,4,150,0.0,0.8066666666666666,0,27,14,0.8518518518518519,0.02,2,0,Requisitos de Ingreso
"buenos días! me comunico con ustedes, porque no puedo ingresar en el acceso al perfil de estudiantes, cuando fui a inscribirme me informaron que debia hacerlo a los 15 días de la inscripción, y que no deberia pasarme con los tiempos, es por ello que les escribo. espero su respuesta. muchas gracias!! ",2,5,10,2,2018,0,2,0,0,1,7,4,301,0.0,0.7906976744186046,3,53,29,0.8490566037735849,0.029900332225913626,2,0,Pedido de Certificados
"buenos días.hice el trámite de sube universitario,y en la página. aparece q tengo un beneficio asignado pero en la sube no me sale nada lleve a un tótem y me dice q no poseo beneficio la consulta sería si tengo el beneficio o no?o como realizó el trámite?muchas gracias. ",3,3,3,1,2019,0,3,4,1,1,5,4,271,0.0,0.7970479704797048,7,50,30,0.74,0.022140221402214017,3,0,Ingreso a la Universidad
"buenas tardes,hace 4 meses inicie el boleto estudiantil y aun no impacto pregunte en el area de becas y me sugirieron mandarle este mail desde ya muchas gracias .natalia ",3,1,8,2,2019,2,3,4,1,1,4,6,170,0.0,0.8117647058823529,0,30,15,0.9333333333333332,0.011764705882352941,1,0,Datos Personales
hola. necesito un certificado de materias aprobadas. podria tenerlo para la semana que viene? saludos cordiales. ,4,1,9,2,2017,2,2,1,1,1,4,13,113,0.0,0.8230088495575221,0,17,6,1.0,0.035398230088495575,3,0,Requisitos de Ingreso
"estimados, no puedo inscribirme a las cursadas de la licenciatura en historia, ya que, al realizar los pasos correspondientes me dice que estoy en condición de libre.  a la espera de una respuesta favorable, desde ya muchas gracias, alberto. ",2,4,2,1,2018,3,1,1,1,1,6,13,242,0.0,0.8057851239669421,1,41,22,0.8292682926829268,0.028925619834710745,2,0,Requisitos de Ingreso
"buenas tardes  unlu y a quien corresponda!  me comunico por motivo de interés de inscribirme a iniciar una carrera en comercio internacional: hice la preinscripcion web, pero no me llega el mail que dice tiene q llegar... por favor se los pido si pueden facilitarme como prosigo, gracias.  bruno garcia ",0,3,2,1,2018,2,8,0,0,1,27,6,303,0.0,0.7986798679867987,1,54,31,0.8703703703703703,0.026402640264026403,4,0,Boleto Universitario
no puedo inscribirme  a las materias del  primer cuatrimestre. ,5,1,3,1,2019,2,5,2,1,1,2,4,63,0.0,0.8095238095238095,0,12,7,0.8333333333333334,0.015873015873015872,1,0,Cursadas
"hola buenos días, me olvide mi clave de ingreso para inscribirme. como hago para recuperarlo ?   ",0,4,2,1,2019,0,5,2,1,1,52,4,97,0.0,0.7835051546391752,1,19,12,0.8421052631578947,0.030927835051546393,1,0,Boleto Universitario
buenos dias.cuando ingreso numero de legajo y clave me aparece que el estudiante no cumple con los requisitos. como puedo solucionarlo? desde ya muchas gracias espero su respuesta  ,6,2,2,1,2017,2,5,3,1,1,2,4,181,0.0,0.8232044198895028,0,30,13,0.9666666666666668,0.016574585635359115,2,0,Ingreso a la Universidad
no puedo ingrasar a mi cuenta con mi contraseña. intente en &quot;&iquest;he olvidado mi contraseña? y aparece como estudiante inhabilitado ,0,2,12,2,2016,3,4,3,1,1,3,6,140,0.0,0.8142857142857143,0,21,10,0.9047619047619048,0.028571428571428567,1,0,Boleto Universitario
"hola, queria saber en que estado esta mi tramite de solicitud de equivalencias.  muchas gracias! yamila olivera ",3,2,3,1,2016,2,3,2,1,1,19,6,112,0.0,0.8125,0,19,8,0.8947368421052632,0.026785714285714284,1,0,Boleto Universitario
"el motivo de mi consulta es la siguiente: cuando quiero ingresar a mi perfil de estudiante el sistema me dice que no cumplo con los requisitos del sistema para ingresar, quisiera saber el motivo y que faltaría necesito ingresar para realizar la encuesta e inscribirme gracias, espero su respuesta ",3,4,2,1,2017,2,8,3,1,1,25,4,297,0.0,0.8249158249158249,1,50,25,0.8,0.010101010101010102,1,0,Consulta por Equivalencias
"en el mes de septiembre no recibí la acreditación del boleto estudiantil provincial, pasando ya mas de dos semanas. me gustaría saber cual es el inconveniente que sucedio. muchas gracias ",2,3,9,2,2019,2,6,3,1,1,19,4,187,0.0,0.8235294117647058,3,31,17,0.9354838709677421,0.016042780748663103,2,0,Pedido de Certificados
quisiera saber el motivo x el cual no puedo recibir el boleto estudiantil ya que mis ingresos son muy bajos y me es necesario para poder viajar a la facultad ,3,2,11,2,2018,3,6,4,1,1,54,4,158,0.0,0.810126582278481,0,31,18,0.9354838709677421,0.0,1,0,Requisitos de Ingreso
buenas tardes! lleve mis papele el jueves 22 hasta la universidad y aun no logro ingresar a mi perfil. ,5,4,11,2,2018,2,7,0,0,1,58,4,103,0.0,0.7766990291262136,0,20,10,1.0,0.019417475728155338,1,0,Ingreso a la Universidad
"hola buenas tardes , mi inconveniente es que ingreso a la inscripcion y no me mandan al correo el resto de los pasos para continuar la inscripcion..muchas gracias ",4,3,2,1,2018,1,6,0,0,0,54,6,163,0.0,0.8098159509202454,0,29,17,0.9655172413793104,0.018404907975460124,2,0,Boleto Universitario
no puedo ingresar a la página con mi número de documento. hace una semana me fui a inscribir y quería ingresar a la pagina ,2,2,11,2,2018,3,5,0,0,0,3,6,123,0.0,0.7967479674796748,3,25,15,0.84,0.008130081300813009,1,0,Ingreso a la Universidad
hola! pregunta... estoy cursando la carrera de contador público e hice la simultaneidad para que me reconozcan las asiganturas comunes a la lic. en administración. &iquest;las asignaturas comunes tengo que anotarme con los 2 legajos (el de contador y el de lic.) o s&ograve;lo con anotarme con el legajo de contador alcanza? ,0,2,8,2,2016,1,3,2,1,1,54,11,325,0.0,0.7938461538461539,2,53,28,0.7547169811320755,0.030769230769230767,6,0,Ingreso a la Universidad
me olvide mi clave deseo resetearla ,0,1,7,1,2019,1,1,2,1,1,25,6,36,0.0,0.8333333333333334,0,7,3,1.0,0.0,1,0,Boleto Universitario
"hola necesitaría saber porque no puedo inscribir para el primer cuatrimestre, que me falta. gracias ",0,3,2,1,2019,2,4,0,0,1,3,8,100,0.0,0.83,1,16,7,1.0,0.02,1,0,Cursadas
"buenas tardes, queria saber si tarda en llegar el correo para continuar con el tramite de inscripcion de las carreras. porque aun no me llega para poder continuar. ",2,3,10,2,2018,2,4,0,0,1,0,4,164,0.0,0.8109756097560976,0,29,14,0.8965517241379308,0.018292682926829267,2,0,Consulta por Legajo
"buenaa  quisiera asesoramiento de coml inscribirme a las materiaa ya q desde la pagina no puedo,me  indica que la fecha ha finalizado. gracias ",1,1,2,1,2018,3,5,0,0,0,3,11,143,0.0,0.8111888111888111,0,26,14,0.8846153846153846,0.013986013986013986,1,0,Cursadas
"que tal, me comunico con ustedes ya que, quiero acceder al sitio servicios academicos, pongo mi legajo y contraseña para acceder y me dice el siguiente mensaje &quot; estudiante no cumple con los requisitos para acceder al sistema&quot; cuando durante un año ingrese al sistema, no se que pasó. gracias ",2,3,12,2,2016,1,6,3,1,1,25,6,303,0.0,0.8052805280528053,1,51,26,0.8039215686274509,0.0231023102310231,1,0,Problemas con la Clave
estoy inscripta desde el año pasado al boleto estudiantil y nunca fue cargado el saldo del mismo a mi tarjeta sube. me figura que ya estoy registrada . que debo hacer para que me carguen el boleto estudiantil? ,3,2,6,1,2019,1,3,4,1,1,5,4,210,0.0,0.8047619047619048,0,39,20,0.8205128205128205,0.014285714285714284,2,0,Ingreso a la Universidad
"hola buenas tardes, quería comunicarles que como sabrán mañana termina el ciclo para anotarse en las cursadas y yo todavía no pude hacerlo porque cada vez que lo intento me salta lo siguiente: &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; necesitaría su ayuda lo más rápido posible... desde ya muchas gracias ",3,4,2,1,2018,1,6,0,0,1,5,4,361,0.0,0.8116343490304709,7,58,28,0.8965517241379308,0.024930747922437674,5,0,Requisitos de Ingreso
hola me dirigo a una consulta. porque no puedo ingresar por alumnos a las pagina a ver mi estado de estudiando.. muchas gracias  ,6,3,12,2,2016,1,4,3,1,1,5,4,129,0.0,0.7906976744186046,0,25,14,0.88,0.02325581395348837,3,0,Ingreso a la Universidad
"hola, quería saber como realizar el tramite para el boleto estudiantil devuelta, ya que tenia el beneficio pero cada vez que voy a recargar la sube me dice que no tengo recargas disponible, gracias ",2,1,9,2,2019,3,6,3,1,1,2,6,198,0.0,0.8131313131313131,1,35,20,0.8857142857142857,0.015151515151515154,1,0,Ingreso a la Universidad
"hola, necesito urgente el boleto estudiantil y quisiera saber cuando podría inscribirme? gracias. espero respuestas.  ",0,2,3,1,2019,1,7,4,1,1,3,4,118,0.0,0.8305084745762712,1,17,4,0.9411764705882352,0.03389830508474576,2,0,Requisitos de Ingreso
"buen día, mi consulta es por el tema  del boleto estudiantil, yo soy beneficiario del mismo y me robaron la tarjeta sube, mi pregunta es como puedo hacer para volver a tramitar el beneficio, espero su repsuesta, saludos ",2,4,8,2,2017,0,3,1,1,1,54,4,220,0.0,0.8,1,40,23,0.875,0.022727272727272728,1,0,Requisitos de Ingreso
no me llega el email para confirmar mi nueva clave ,0,2,3,1,2018,1,5,3,1,1,43,6,51,0.0,0.8039215686274509,0,11,6,1.0,0.0,1,0,Cursadas
estimados: quisiera consultar mi estado de tramite de carga sube. saludos! ,0,2,6,1,2019,1,2,3,1,1,5,6,75,0.0,0.8133333333333334,0,12,4,0.9166666666666666,0.04,1,0,Ingreso a la Universidad
disculpen las molestias pero el año pasado realice el tramite para recibir el boleto estudiantil provincial pero no obtuve respuesta sobre si se había realizado existosamente ni tampoco me llego ningún mensaje sobre el tema. hoy intente hacerlo de nuevo pero al intentar iniciar el tramite la pagina me dice que la solicitud no ha podido completarse porque la persona ya tiene un beneficio asignado. me gustaría saber cual es el problema. muchas gracias por su tiempo. ,4,3,3,1,2019,1,4,2,1,1,54,13,469,0.0,0.8272921108742004,3,78,36,0.8205128205128205,0.008528784648187633,4,0,Boleto Universitario
"hola, quería saber cual era el estado de mi titulo en tramite el cual se encuentra en el libro de titulos universitarios, n&deg;22 folio n&deg;51  registro n&deg;201.  desde ya, muchas gracias. ",4,2,7,1,2019,3,5,2,1,0,54,6,194,0.0,0.7371134020618557,1,34,16,0.7941176470588235,0.041237113402061855,2,0,Ingreso a la Universidad
"hola, necesitaría que me envíen mi contraseña para ingresar para inscripciones, etc.  que la olvidé al correo eléctronico que escribí arriba, porque creo que me la enviaron a otro correo eléctronico que ya no tengo. disculpas por la molestia, gracias ",3,1,10,2,2015,2,1,1,1,1,8,13,251,0.0,0.8127490039840638,6,42,23,0.7380952380952381,0.023904382470119518,2,0,Ingreso a la Universidad
porque no puedo anotarme a las materias? ,0,3,2,1,2019,1,8,0,0,0,54,6,41,0.0,0.8048780487804879,0,8,4,1.0,0.024390243902439025,1,0,Reincorporación
no he recibido los pasos a seguir en mi correo electrónico qu debo hacer ,2,2,11,2,2017,3,2,0,0,1,5,4,73,0.0,0.8082191780821918,1,15,9,1.0,0.0,1,0,Problemas con la Clave
"hola; consulta el año pasado fui beneficiaria del boleto estudiantil universitario. este año no se adjudico ninguna carga. ya que reúno los requisitos pedidos , soy alumno regular el año pasado 5 materias promocione. realmente me  podrían informar puesto que para mi es muy importante. llame a sube hasta el cansancio.  saludos ",0,2,4,1,2018,2,1,1,1,1,5,6,328,0.0,0.8109756097560976,2,55,28,0.8545454545454545,0.021341463414634148,5,0,Ingreso a la Universidad
"hola, buenos días. me comunico con ustedes porque ya hace un mes que fui a la sede de unlu de san miguel a dejar los papeles requeridos para inscribirse pero aún no se han subido los datos de aspirantes a la página web. es algún problema de la página o debe acercarme devuelta a la instalación? ",1,4,11,2,2018,1,8,0,0,1,54,6,295,0.0,0.7966101694915254,6,57,36,0.8070175438596491,0.013559322033898305,2,0,Requisitos de Ingreso
"no aparezco en servicios academicos web, dice que mi documento no existe. ",2,3,11,2,2018,3,4,0,0,1,5,4,74,0.0,0.8108108108108109,0,13,8,0.9230769230769232,0.027027027027027032,1,0,Boleto Universitario
"hola ,cuanto tarda el reenvio del correo para continuar con la incripcion. ",4,3,11,2,2017,1,1,0,0,1,5,6,75,0.0,0.8133333333333334,0,13,7,1.0,0.02666666666666667,1,0,Consulta sobre Título Universitario
"buenas tardes,para hacerle una consulta.. como hago con las solicitudes de inscripción para aspirantes rechazadas.. intento de nuevo o tengo q elegir otros horarios?! desde ya gracias ",3,3,2,1,2019,1,4,0,0,1,43,6,184,0.0,0.8152173913043478,1,28,12,0.9642857142857144,0.03804347826086957,4,0,Cursadas
no me deja acceder a mi usuario para información académica... me pide q genere una clave y cuando la ingreso me dice no valido ,0,1,3,1,2016,3,3,3,1,1,43,8,127,0.0,0.7874015748031497,2,25,16,0.88,0.023622047244094488,3,0,Requisitos de Ingreso
buenos días. el día viernes me acerque a la sede de san miguel para realizar el trámite de reincorporación y me dijieron que hoy me fijara en la pagina . pero sigo sin poder ingresar. puse mi legajo y la clave que me generaron ahí. no se si tendré que esperar unos días más? gracias  ,4,1,3,1,2017,0,2,1,1,1,5,6,284,0.0,0.7852112676056338,8,57,38,0.8070175438596491,0.017605633802816902,4,0,Exámenes
"buenas tardes,  la consulta se debe a que cuando intento iniciar sesión en mi perfil de estudiante recibo un mensaje señalando que no puedo ingresar porque me encuentro inhabilitado.  es urgente ya que al no poder ingresar no puedo consultar las fechas de finales que me corresponden.   cómo soluciono el inconveniente?  gracias. ",5,1,12,2,2016,1,8,3,1,0,25,4,330,0.0,0.8121212121212121,2,58,30,0.7586206896551724,0.015151515151515154,3,0,Ingreso a la Universidad
"buenas tardes, me comunico por que no puedo restablecer mi contraseña para anotarme en las materia, no me envia el mail a mi casilla. gracias y saludos. ",0,3,2,1,2018,1,3,2,1,1,5,6,153,0.0,0.7973856209150327,0,28,16,0.8928571428571429,0.026143790849673203,2,0,Situación Académica
"hola, quería consultarles por la reinscripción en la carrera de ing. agronómica. y también por las materias aprobadas si las tengo que recursar (taller de agronomia y elementos de matemática) gracias, saludos ",5,2,2,1,2018,3,2,1,1,1,2,13,209,0.0,0.8181818181818182,5,33,16,0.8181818181818182,0.019138755980861243,2,0,Boleto Universitario
"hola buenas tardes..la semana pasada fui a la universidad a inscribirme, me dijeron que me tiene que llegar un gmail con las materias y horarios...la cueation es que aun no me llega nada...quisiera saber cuando se empieza acursar las materias? es por eso que estoy interesada en que me llege el correo ",2,3,2,1,2018,2,8,0,0,1,52,4,302,0.0,0.7947019867549668,0,53,29,0.8113207547169812,0.03311258278145696,8,0,Consulta por Equivalencias
quisiera saber como hacer para inscribirme en la carrera de contador publico  ,4,2,3,1,2018,2,5,0,0,1,0,4,78,0.0,0.8333333333333334,0,14,7,0.9285714285714286,0.0,1,0,Boleto Universitario
"hola buenos dias, no me puedo inscribir a las cursadas para rendir el primer cuatrimestre.. ",0,3,2,1,2019,0,7,0,0,1,5,4,92,0.0,0.8043478260869565,0,16,8,1.0,0.03260869565217391,2,0,Simultaneidad de Carreras
"el motivo de mi consulta es: el sistema me dice que no cumplo con los requisitos para ingresar al sistema quisiera saber a qué se debe, que faltaría para que pueda ingresar a inscribirme siendo que soy alumno regular, gracias espero su respuesta ",3,4,2,1,2017,2,8,3,1,1,25,4,246,0.0,0.8130081300813008,2,44,24,0.8181818181818182,0.012195121951219513,1,0,Boleto Universitario
