Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase
buenos dias,   queria consultar por mi boleto estudiantil todabia no me lo dieron y yo estoy inscripto desde el 2018.  habra pasado algo o falta alguna documentacion aqui les dejo mi dni:40652014. nombre: pablo gomez.  espero su respuesta.  muchas gracias. |4|5|3|1|2019|3|6|4|1|1|3|hotmail|Boleto Universitario
hola, tengo un inconveniente. quise acceder a la beca del boleto provincial, una vez hecho el trámite en mi sube figura que soy beneficiario de la tarifa social, pero en ningún momento se me acreditó el dinero habitual ($800 aprox). quisiera saber cómo puedo acceder al mismo.  |1|4|6|1|2019|2|8|4|1|1|8|hotmail|Boleto Universitario
buen dia  el año pasado obtuve todos los meses el beneficio de la sube. este año note que mis compañeros lo siguen teniendo pero al momento de querer actualizarlo en la terminal automatica de la sube dice que &quot;no hay recargas&quot;  necesito registrarme nuevamente? es mi ultimo año y el año anterior aprobe muchas materias.  si me podrian solucionar esta duda se los agradeceria.  saludos |6|2|4|1|2018|0|5|2|1|1|43|hotmail|Boleto Universitario
buenas tardes, me quiero hacer el boleto estudiantil, pero a la hora de iniciar el tramite me dice que alumno ya tiene el beneficio. queria averguar, si esto es cierto, ya que nunca me mandaron nigun comprobante de que el tramite esta hecho. muchas gracias. |1|4|3|1|2019|2|7|4|1|1|2|gmail|Boleto Universitario
buen dia. he realizado la inscripción para el boleto estudiantil el día 12/03 y no he tenido novedades del tramite. queria saber si es necesario que realice algún paso mas. |0|2|4|1|2018|1|4|3|1|1|54|hotmail|Boleto Universitario
hola quiero saber porque todavía no pude activar el boleto estudiantil provincial me llegó un emeil con números de contacto pero ya no los tengo desde ya muchas gracias |4|2|5|1|2019|1|3|4|1|1|2|hotmail|Boleto Universitario
quisiera saber, en qué estado se encuentra mi solicitud, para el boleto estudiantil. muchas gracias |0|4|3|1|2019|1|3|4|1|1|5|hotmail|Boleto Universitario
hola buen día. tengo una consulta. la página me dice que tengo un beneficio asignado a mí nombre. pero en la tarjeta sube nunca se me acredita nada. será que está mal el número de mí tarjeta?? 6061 2680 8148 7544 ese es mí número de tarjeta.  muchas gracias.  |0|2|8|2|2019|0|3|4|1|1|27|gmail|Boleto Universitario
hola mi consulta es por el motivo de que quiero generar el boleto estudiantil y me figura que este usuario ya posee un beneficio.saludos |3|4|3|1|2019|2|3|3|1|1|54|gmail|Boleto Universitario
buen día,  quería consultar sobre el boleto estudiantil, porque inicio el trámite para obtenerlo como el año pasado y me dice error de credenciales,  gracias! |0|1|3|1|2018|1|4|2|1|1|25|hotmail|Boleto Universitario
no me acredita la carga mensual. hace ya 3 meses que no obtengo el boleto estudiantil. por favor busco una solución porque se me está haciendo muy difícil viajar a la universidad. desde ya muchas gracias.  |3|5|10|2|2019|2|6|3|1|1|54|hotmail|Boleto Universitario
hola buenos días , tienen algún día específico para la acreditación de los beneficios de la sube ?  |3|1|4|1|2018|0|7|4|1|1|54|hotmail|Boleto Universitario
buenas tardes, cuando entro en la opción de tramitar el boleto gratuito provincial me aparece error de credenciales, quería saber por que me aparece este error y no puedo hacer el trámite. muchas gracias! |0|1|3|1|2018|1|4|2|1|1|25|gmail|Boleto Universitario
buenas tardes, el día jueves perdí mí sube y realice los pasos que se deben, es decir, compré una nueva sube y la asocie a mí perfil de la página de la misma. quería saber si el boleto estudiantil se cargará en la nueva sube asociada o debo realizar algún trámite. desde ya, muchas gracias brisa andreasen |0|1|6|1|2019|2|8|4|1|1|8|gmail|Boleto Universitario
hola, queria saber si tengo que hacer algun tramite para que me acrediten la sube tambien este año  con el beneficio del boleto estudiantil, porque llame a sube y me dijeron que tengo que hablar con la universidad, pero yo ya tengo el beneficio asignado dice en mi perfil, tengo que llenar algun papel o algo? |2|2|4|1|2018|1|6|3|1|0|3|gmail|Boleto Universitario
buenos días.hice el trámite de sube universitario,y en la página. aparece q tengo un beneficio asignado pero en la sube no me sale nada lleve a un tótem y me dice q no poseo beneficio la consulta sería si tengo el beneficio o no?o como realizó el trámite?muchas gracias. |3|3|3|1|2019|0|3|4|1|1|5|gmail|Boleto Universitario
todavía no me cargaron la sube queria saber qe tengo que hacer para que me la cargen de nuevo |3|1|4|1|2018|3|6|3|1|1|27|hotmail|Boleto Universitario
buenas tardes, me gustaría saber en cuanto tiempo aproximadamente voy a poder tener el beneficio de la sube porque ya paso 2 meses de que realice los trámites  |1|2|5|1|2019|3|8|4|1|1|3|gmail|Boleto Universitario
quiero solicitar la sube universitaria la cual todos los 20 de cada mes depositan en mi sube personal 40/45 viajes y en la página me dice que aún no se puede. quisiera saber si es así o es otro el inconveniente. muchas gracias. |0|2|3|1|2019|3|5|4|1|1|3|gmail|Boleto Universitario
buenas tardes, quería saber cuando nos van a poner la carga del boleto estudiantil universitario ya que empezamos la cursada en marzo y no tenemos el saldo en la sube para seguir cursando. y además aumento el boleto y no nos alcanza el dinero para seguir cursando todos los días. gracias! saludos. |0|4|4|1|2018|2|3|2|1|0|4|hotmail|Boleto Universitario
me dice q tengo el beneficio asignado, pero no me cargan la sube. |1|2|4|1|2019|3|3|4|1|1|3|gmail|Boleto Universitario
hola necesito pedir una prórroga para la entrega del analítico legalizado, y quería saber cuáles son las vacunas que tengo que tener en la libreta? muchas gracias |3|2|2|1|2017|3|5|3|1|1|52|hotmail|Vacunas Enfermería
buen día, tengo problemas para acceder a mi perfil; cuando pongo todos los datos, me dice que el estudiante no cumple con los requisitos, y dado esto, no me puedo anotar en las materias. gracias |3|4|2|1|2017|0|5|2|1|0|52|gmail|Vacunas Enfermería
hola buenas tardes.. hace un rato me contestaron. me dijeron q debo presentar constancia de vacunacion . yo ya lo presente a lo de las vacunas mas la constancia que mi titulo esta en tramite, presente los papeles el martes pasado seria de esta semana.. presente lo q me habian pedido.. o tarda el sistema para que yo pueda ingresarlo..?? en la pagina unlu |3|4|2|1|2017|2|4|3|1|1|52|gmail|Vacunas Enfermería
tengo un problema, no puedo ingresar al sistema por la falta de una vacuna, la cual ya tengo puesta, será posible que entregue los papeles el día 5/8? |1|5|7|1|2019|1|7|4|1|1|52|gmail|Vacunas Enfermería
hola: muy buenas tardes,una consulta debido a que debo una dosis de vacunas,no puedo inscribirme en el siguiente cuatrimestre,se que he cometido un error de no haber cumplido con los requisito.          pido disculpa,tengo 43 años y el tiempo para mi ya es corto para estas instancia.          desde ya muchas gracias , espero que me consideren .                           saludo atte. |3|3|8|2|2019|1|1|4|1|1|52|yahoo|Vacunas Enfermería
necesito que me soluciones lo de las vacunas porque asistí todo el mes al taller y el lunes tengo que dar el examen! no es mi culpa que de tarden en ver la documentación. gracias |5|4|2|1|2018|3|7|3|1|1|52|outlook|Vacunas Enfermería
hola buenas tardes quisiera saber si verificaron las constancias de las vacunas? y si esta correcto porque ayer me dijeron que probara inscribirme hoy despues de las 11 y todavia no puedo... muchas gracias y disculpen las molestias |1|3|2|1|2017|1|3|0|0|1|52|hotmail|Vacunas Enfermería
corregir datos erróneos sobre mi domicilio. domicilio calle los juncos s/n ,e/ las camelias y el  irupe, barrio san pedro - lujan actualizar teléfono 02323529541 (no me permite realizar cambios sobre estos datos,solicitó sean actualizados). |3|2|3|1|2016|3|3|3|1|1|52|outlook|Datos Personales
buenos días, el motivo de mi consulta es saber si es posible un cambio de turno,me incribi en turno mañana, pero por problemas personales, necesitaría poder asistir en turno noche, lamentablemente mi madre tiene una enfermedad terminal,y se me complicaria asistir en el turno que elegí en principio, espero poder estar a tiempo de cambiarme, les agradezco de antemano la respuesta. atte vanina salvucci |5|2|1|1|2019|1|2|0|0|1|5|hotmail|Cambio de Comisión
buenas noches:   estoy cursando el profesorado de economia y gestion en el instituto n°; 111 de la localidad de moreno, y necesito pedir las equivalencias de las materias que aprobe en la unlu... quisiera saber como puedo hacer dicho tramite...muchas gracias  |3|4|4|1|2016|3|1|1|1|0|54|gmail|Consulta por Equivalencias
buenas tardes, queria saber si es posible hacer cambios de comision y materias a las que me inscribi para el segundo cuatrimestre. gracias! |3|1|8|2|2018|2|1|4|1|1|8|hotmail|Cambio de Comisión
hola queria anotarme en materias para comenzar en marzo del 2018 cuando comienzan las inscripciones. muchas gracias. |5|1|2|1|2018|2|1|3|1|1|5|gmail|Inscripción a Cursadas
hola necesito el certificado de alumno regular para hacer el carnet de una linea de colectivos, el papel del certificado lo pido en administración o puedo imprimirlo entrando a la pagina de la universidad?? |0|1|3|1|2016|1|6|0|0|0|54|hotmail|Certificados Web
cambio de horarios de materias |3|4|2|1|2018|3|5|1|1|1|52|gmail|Cambio de Comisión
no es lo que esperaba, necesito volver a la carrera en la que estaba. gracias |4|2|4|1|2016|2|1|2|1|1|5|correoargentino|Cambio de Carrera
quiero confirmar los horarios del taller de lectura y comprención de textos pero me dice que el período de confirmación de solicitudes de inscripción a cursadas no está vigente. a partir de que fecha lo puedo confirmar? muchas gracias |1|1|1|1|2016|1|3|0|0|1|54|hotmail|Cursadas
quiero solocitar el boleto estudiantil pero me aparece un mensaje que tengo una solicitud pendiente de envio, como puedo resolver la situación |1|1|3|1|2019|2|7|4|1|1|3|gmail|Boleto Universitario
hola estoy intentando cambiar la clave de seguridad y no me  confirmar mis datos.. lo occion me deja poner mis fecha de nacimiento pero no me lo confirma.   |3|2|6|1|2017|0|5|3|1|1|0|gmail|Problemas con la Clave
queria saber cuando voy a poder ingresar a mi legajo para poder ver si me puedo anotar en las materias |2|3|12|2|2016|3|4|0|0|1|54|hotmail|Inscripción a Cursadas
buenas noches.quisiera consultar porque en mi situacion academica,figura la materia introduccion al trabajo social(codigo 21469,cursada en la comision 25)sin completar;y yo la rendi regular en diciembre,con 9.quisiera saber si hace falta llevar la libreta estudiantil para corroborales ese dato.muchas gracias |6|2|3|1|2017|3|1|2|1|1|5|gmail|Situación Académica
buenas tarde! quisiera saber hasta que tiempo puedo cambiarme de comision, los profesores ya me firmaron el permison, solo que no pude acercarme a entregar en administración |3|2|4|1|2019|1|8|4|1|1|19|hotmail|Cambio de Comisión
buen dia yo quise tramitar el título técnico en la página, y en la pestaña en la que me pide que escriba el nombre del título, la página me da unos datos míos y en el dato sexo hay una f, que debo hacer para que me corrijan ese error? |2|3|8|2|2017|0|2|1|1|0|54|hotmail|Consulta sobre Título Universitario
hola puede ser que no esten cargadas algunas promociones? por que me aparecen regulares.. y ya las promocione |1|1|9|2|2018|2|6|4|1|1|43|hotmail|Carga de Notas
hola, tengo una duda, rendi el final de elementos de matemática, me cargaron la nota pero la materia me sigue apareciendo como regular. como es eso? |4|1|8|2|2018|2|7|4|1|0|54|hotmail|Situación Académica
estimados, solicito a la universidad una constancia para presentar ante el trabajo que conste que soy estudiante de dicha casa de estudios. la solicitud, la realiza un agente de recursos humanos del organismo en el cual trabajo. saludos cordiales.  |3|2|2|1|2017|1|2|1|1|1|5|gmail|Certificados Web
buen dia, queria consultar ya que hace unos meses atras inicie el tramite del titulo de tecnico en administracion y a la fecha no es tenido respuesta. muchas gracias. slds  |1|4|10|2|2015|0|3|1|1|1|3|hotmail|Consulta sobre Título Universitario
hola quería preguntar donde consigo el ticket que me piden los profesores para anotarme en la libreta la promoción de la materia??  muchas gracias  |5|2|12|2|2015|3|3|2|1|0|16|hotmail|Certificados Web
hola queria consultar si me aceptaron las equivalencias de tres materias que realice en otra universidad , ya entregue todos los papeles pero todavia no me confirmaron si me las aceptaron ya que en poco tiempo me tengo que anotar en las materias del segundo cuatrimestre.muchas gracias. |1|1|8|2|2016|3|5|2|1|1|27|hotmail|Consulta por Equivalencias
hola. yo queria saber cuando voy a poder ingresar a mi perfil ya que menlo bloquearon porque me faltaban vacunas que no sabia que me tenia que poner. la ultima dosis me la doy a fin de marzo, pero necesito aparecer en los listados y obviamente poder usar la plataforma. si pudiera tener solucion seria de gran ayuda. muchas gracias |3|2|3|1|2019|1|4|4|1|1|52|gmail|Vacunas Enfermería
buenos días, escribo para consultar sobre la solicitud de equivalencias que requiero presentar en otra institución. quisiera saber qué trámites debo realizar en la unlu para tal fin. desde ya, muchas gracias.  saludos  nazarena |1|2|12|2|2017|1|4|2|1|1|3|hotmail|Consulta por Equivalencias
estimados, buenos días.  quería consultarles si han recibido correctamente mi solicitud de título y las encuestas realizadas a tal fin. porque no he recibido ningún correo ni notificación desde el día que complete ambas encuestas en el mes de julio.  quedo a la espera de su respuesta.  muchas gracias. atte. |6|2|10|2|2017|0|4|1|1|1|3|hotmail|Consulta sobre Título Universitario
hola ! buenas tardes ! . me comunico con ustedes ya que yo al comienzo de este año empece a cursar la carrera de contador publico , la cual abandone por motivos personales .. en este momento me llama la carrera de enfermeria , quisiera saber que documentacion debo presentar y hasta que dia tengo tiempo . gracias! |3|4|10|2|2016|3|6|0|0|1|0|gmail|Cambio de Carrera
